scf	len	male_coverage	female_coverage	chr
LJIJ01000582.1	95410	100.15	52.05	A
LJIJ01000583.1	95379	88.32	51.33	A
LJIJ01000584.1	95129	89.47	49.43	A
LJIJ01000585.1	95121	93.74	51.69	A
LJIJ01000586.1	95074	97.94	51.56	A
LJIJ01000587.1	94864	55.21	51.51	X
LJIJ01000588.1	94855	98.44	48.67	A
LJIJ01000589.1	94724	96.92	52.83	A
LJIJ01000590.1	94550	99.12	90.05	X
LJIJ01000591.1	94433	97.92	55.51	A
LJIJ01000592.1	94381	99.35	54.45	A
LJIJ01000593.1	94300	50.65	56.19	X
LJIJ01000594.1	94204	119.56	61.70	A
LJIJ01000595.1	94134	98.09	53.42	A
LJIJ01000596.1	94044	96.61	54.20	A
LJIJ01000597.1	94018	96.03	49.86	A
LJIJ01000598.1	94004	72.03	56.67	A
LJIJ01000599.1	93993	73.67	42.46	A
LJIJ01000600.1	93992	35.10	54.10	X
LJIJ01000601.1	93812	53.90	58.80	X
LJIJ01000602.1	93647	103.00	55.52	A
LJIJ01000603.1	93430	117.24	63.44	A
LJIJ01000604.1	93316	101.12	52.49	A
LJIJ01000605.1	92910	90.21	50.11	A
LJIJ01000606.1	92651	50.66	54.78	X
LJIJ01000607.1	92644	92.17	50.76	A
LJIJ01000608.1	92569	51.68	56.47	X
LJIJ01000609.1	92441	101.57	56.65	A
LJIJ01000610.1	92071	102.55	55.68	A
LJIJ01000611.1	91969	98.02	53.06	A
LJIJ01000612.1	91925	101.04	56.75	A
LJIJ01000613.1	91834	95.78	53.09	A
LJIJ01000614.1	91812	87.04	47.44	A
LJIJ01000615.1	91613	94.53	49.46	A
LJIJ01000616.1	91585	75.68	41.27	A
LJIJ01000617.1	91365	101.01	53.93	A
LJIJ01000618.1	91203	104.04	58.50	A
LJIJ01000619.1	91196	90.11	50.78	A
LJIJ01000620.1	90726	98.32	57.89	A
LJIJ01000621.1	90499	90.15	48.05	A
LJIJ01000622.1	90326	110.15	57.72	A
LJIJ01000623.1	90316	98.65	55.19	A
LJIJ01000624.1	90225	91.30	43.44	A
LJIJ01000625.1	90104	97.49	53.67	A
LJIJ01000626.1	89847	101.62	54.28	A
LJIJ01000627.1	89836	52.21	52.80	X
LJIJ01000628.1	89821	88.84	48.34	A
LJIJ01000629.1	89518	55.03	56.47	X
LJIJ01000630.1	89353	99.09	51.58	A
LJIJ01000631.1	88967	50.74	56.09	X
LJIJ01000632.1	88896	56.08	59.09	X
LJIJ01000633.1	88878	51.34	52.68	X
LJIJ01000634.1	88488	96.75	64.47	A
LJIJ01000635.1	88440	54.79	53.33	X
LJIJ01000636.1	88384	101.13	50.78	A
LJIJ01000637.1	88212	105.09	53.90	A
LJIJ01000638.1	88186	96.51	52.92	A
LJIJ01000639.1	88111	92.63	51.70	A
LJIJ01000640.1	88042	105.63	57.45	A
LJIJ01000641.1	88017	97.01	53.29	A
LJIJ01000642.1	87963	105.57	52.53	A
LJIJ01000643.1	87950	98.59	53.84	A
LJIJ01000644.1	87775	98.52	52.59	A
LJIJ01000645.1	87710	95.13	54.65	A
LJIJ01000646.1	87533	50.13	53.84	X
LJIJ01000647.1	87512	63.34	51.30	A
LJIJ01000648.1	87499	50.40	51.10	X
LJIJ01000649.1	87207	51.94	56.60	X
LJIJ01000650.1	87157	45.78	45.51	X
LJIJ01000651.1	87132	45.96	52.58	X
LJIJ01000652.1	87111	93.54	54.25	A
LJIJ01000653.1	87030	99.35	54.41	A
LJIJ01000654.1	86973	99.07	54.60	A
LJIJ01000655.1	86839	94.44	54.15	A
LJIJ01000656.1	86739	73.26	54.17	A
LJIJ01000657.1	86516	96.35	53.00	A
LJIJ01000658.1	86218	93.22	58.49	A
LJIJ01000659.1	86153	103.68	58.07	A
LJIJ01000660.1	86143	50.04	56.71	X
LJIJ01000661.1	86102	68.25	60.59	X
LJIJ01000662.1	86050	95.66	52.13	A
LJIJ01000663.1	85927	97.27	54.97	A
LJIJ01000664.1	85835	102.58	54.43	A
LJIJ01000665.1	85726	101.90	51.26	A
LJIJ01000666.1	85617	94.15	52.15	A
LJIJ01000667.1	85570	93.67	51.87	A
LJIJ01000668.1	85431	93.08	43.10	A
LJIJ01000669.1	85241	89.70	48.95	A
LJIJ01000670.1	85146	90.37	48.07	A
LJIJ01000671.1	85124	51.00	57.44	X
LJIJ01000672.1	85057	103.48	52.21	A
LJIJ01000673.1	84795	133.01	65.15	A
LJIJ01000674.1	84788	84.03	48.85	A
LJIJ01000675.1	84668	68.69	57.62	X
LJIJ01000676.1	84654	86.20	47.45	A
LJIJ01000677.1	84531	94.33	55.15	A
LJIJ01000678.1	84389	103.39	54.28	A
LJIJ01000679.1	84298	51.09	57.00	X
LJIJ01000680.1	84247	94.85	50.58	A
LJIJ01000681.1	84034	99.44	56.83	A
LJIJ01000682.1	84004	100.08	56.71	A
LJIJ01000683.1	84000	94.89	46.55	A
LJIJ01000684.1	83994	89.47	49.56	A
LJIJ01000685.1	83994	100.53	55.03	A
LJIJ01000686.1	83929	98.28	51.72	A
LJIJ01000687.1	83616	97.76	43.51	A
LJIJ01000688.1	83592	100.46	56.76	A
LJIJ01000689.1	83543	98.99	56.27	A
LJIJ01000690.1	83438	101.58	49.58	A
LJIJ01000691.1	83377	100.63	51.94	A
LJIJ01000692.1	83278	83.28	65.79	A
LJIJ01000693.1	83195	103.11	58.28	A
LJIJ01000694.1	83061	88.72	52.36	A
LJIJ01000695.1	82670	105.57	52.35	A
LJIJ01000696.1	82537	95.70	52.34	A
LJIJ01000697.1	82350	92.15	51.38	A
LJIJ01000698.1	82281	96.08	50.25	A
LJIJ01000699.1	82155	101.50	60.14	A
LJIJ01000700.1	82123	87.25	47.61	A
LJIJ01000701.1	82008	95.01	49.46	A
LJIJ01000702.1	81557	104.39	59.96	A
LJIJ01000703.1	81294	85.80	54.77	A
LJIJ01000704.1	81229	57.06	46.47	A
LJIJ01000705.1	81192	70.87	36.43	A
LJIJ01000706.1	81161	99.61	54.57	A
LJIJ01000707.1	81075	50.74	51.71	X
LJIJ01000708.1	80948	94.21	54.11	A
LJIJ01000709.1	80844	88.82	48.94	A
LJIJ01000710.1	80780	85.99	43.97	A
LJIJ01000711.1	80776	47.27	49.49	X
LJIJ01000712.1	80745	100.27	61.59	A
LJIJ01000713.1	80738	81.10	38.58	A
LJIJ01000714.1	80663	115.90	56.52	A
LJIJ01000715.1	80435	179.97	58.39	A
LJIJ01000716.1	80115	95.85	53.54	A
LJIJ01000717.1	80073	95.81	40.11	A
LJIJ01000718.1	80048	48.88	51.86	X
LJIJ01000719.1	79826	48.06	53.28	X
LJIJ01000720.1	79792	115.24	62.20	A
LJIJ01000721.1	79578	43.49	47.88	X
LJIJ01000722.1	79293	107.96	59.22	A
LJIJ01000723.1	79278	57.16	67.80	X
LJIJ01000724.1	79213	52.24	53.03	X
LJIJ01000725.1	79057	47.89	51.80	X
LJIJ01000726.1	79030	106.06	55.39	A
LJIJ01000727.1	78828	99.36	56.04	A
LJIJ01000728.1	78823	101.90	53.30	A
LJIJ01000729.1	78821	76.21	51.83	A
LJIJ01000730.1	78764	88.58	51.26	A
LJIJ01000731.1	78629	96.57	55.69	A
LJIJ01000732.1	78570	102.83	54.16	A
LJIJ01000733.1	78500	100.53	56.24	A
LJIJ01000734.1	78475	104.04	57.30	A
LJIJ01000735.1	78408	91.17	49.60	A
LJIJ01000736.1	78343	94.38	50.36	A
LJIJ01000737.1	78075	189.48	97.38	A
LJIJ01000738.1	77953	122.52	55.11	A
LJIJ01000739.1	77931	95.95	52.27	A
LJIJ01000740.1	77685	95.36	51.23	A
LJIJ01000741.1	77667	103.43	61.44	A
LJIJ01000742.1	77634	102.93	56.50	A
LJIJ01000743.1	77595	88.06	47.44	A
LJIJ01000744.1	77547	113.92	59.87	A
LJIJ01000745.1	77477	102.92	52.76	A
LJIJ01000746.1	77456	92.16	52.69	A
LJIJ01000747.1	77380	61.25	48.84	A
LJIJ01000748.1	77321	91.46	55.86	A
LJIJ01000749.1	77318	86.52	45.51	A
LJIJ01000750.1	77274	111.46	54.74	A
LJIJ01000751.1	77207	97.91	53.02	A
LJIJ01000752.1	77004	108.22	48.49	A
LJIJ01000753.1	76964	50.98	55.43	X
LJIJ01000754.1	76963	110.16	51.12	A
LJIJ01000755.1	76865	97.71	57.47	A
LJIJ01000756.1	76798	95.93	48.94	A
LJIJ01000757.1	76755	104.85	53.76	A
LJIJ01000758.1	76472	87.69	51.61	A
LJIJ01000759.1	76287	84.65	77.81	X
LJIJ01000760.1	76221	101.28	46.39	A
LJIJ01000761.1	76194	85.87	49.61	A
LJIJ01000762.1	76060	86.63	49.47	A
LJIJ01000763.1	76007	97.38	51.57	A
LJIJ01000764.1	75919	86.45	54.60	A
LJIJ01000765.1	75894	82.92	51.94	A
LJIJ01000766.1	75839	50.94	53.55	X
LJIJ01000767.1	75783	98.37	53.07	A
LJIJ01000768.1	75709	57.02	62.74	X
LJIJ01000769.1	75528	87.42	51.47	A
LJIJ01000770.1	75508	43.82	50.54	X
LJIJ01000771.1	75436	107.59	58.93	A
LJIJ01000772.1	75275	58.90	57.90	X
LJIJ01000773.1	75264	48.82	53.77	X
LJIJ01000774.1	75121	95.06	52.96	A
LJIJ01000775.1	75071	94.55	51.88	A
LJIJ01000776.1	75028	103.38	56.05	A
LJIJ01000777.1	74966	49.83	54.55	X
LJIJ01000778.1	74910	61.94	50.16	A
LJIJ01000779.1	74877	79.21	49.81	A
LJIJ01000780.1	74830	104.79	55.11	A
LJIJ01000781.1	74803	91.73	52.36	A
LJIJ01000782.1	74803	106.08	56.79	A
LJIJ01000783.1	74757	93.82	50.02	A
LJIJ01000784.1	74747	82.35	43.84	A
LJIJ01000785.1	74712	92.01	51.05	A
LJIJ01000786.1	74666	55.96	40.57	A
LJIJ01000787.1	74589	95.26	55.39	A
LJIJ01000788.1	74562	98.19	52.60	A
LJIJ01000789.1	74510	86.08	47.78	A
LJIJ01000790.1	74470	283.99	33.60	A
LJIJ01000791.1	74449	60.95	62.15	X
LJIJ01000792.1	74401	202.38	135.07	A
LJIJ01000793.1	74374	90.70	47.60	A
LJIJ01000794.1	74266	94.05	51.59	A
LJIJ01000795.1	74218	92.77	51.05	A
LJIJ01000796.1	74202	93.47	51.58	A
LJIJ01000797.1	74167	81.30	85.27	X
LJIJ01000798.1	74165	100.29	51.98	A
LJIJ01000799.1	74159	88.72	46.99	A
LJIJ01000800.1	74103	99.12	59.77	A
LJIJ01000801.1	73913	93.03	40.81	A
LJIJ01000802.1	73895	93.27	52.73	A
LJIJ01000803.1	73849	94.16	51.02	A
LJIJ01000804.1	73731	99.44	49.98	A
LJIJ01000805.1	73704	116.97	51.53	A
LJIJ01000806.1	73647	48.46	49.50	X
LJIJ01000807.1	73586	88.44	46.89	A
LJIJ01000808.1	73431	102.04	56.25	A
LJIJ01000809.1	73351	122.49	58.52	A
LJIJ01000810.1	73063	65.54	62.01	X
LJIJ01000811.1	73000	92.11	48.71	A
LJIJ01000812.1	72958	89.54	43.54	A
LJIJ01000813.1	72937	94.74	49.52	A
LJIJ01000814.1	72887	97.37	56.51	A
LJIJ01000815.1	72887	51.85	53.32	X
LJIJ01000816.1	72877	97.94	54.11	A
LJIJ01000817.1	72851	99.10	55.71	A
LJIJ01000818.1	72736	95.78	57.14	A
LJIJ01000819.1	72674	102.10	56.03	A
LJIJ01000820.1	72531	45.83	49.39	X
LJIJ01000821.1	72480	86.90	51.18	A
LJIJ01000822.1	72453	103.35	54.03	A
LJIJ01000823.1	72408	84.27	45.83	A
LJIJ01000824.1	72403	92.69	56.03	A
LJIJ01000825.1	72315	96.48	48.23	A
LJIJ01000826.1	72259	79.21	52.24	A
LJIJ01000827.1	72254	96.60	53.43	A
LJIJ01000828.1	72176	50.93	53.32	X
LJIJ01000829.1	72168	88.34	50.00	A
LJIJ01000830.1	71990	122.10	71.51	A
LJIJ01000831.1	71922	100.48	55.33	A
LJIJ01000832.1	71867	105.82	59.43	A
LJIJ01000833.1	71833	95.56	54.60	A
LJIJ01000834.1	71811	100.04	55.14	A
LJIJ01000835.1	71769	63.70	57.91	X
LJIJ01000836.1	71708	102.36	50.74	A
LJIJ01000837.1	71660	113.57	59.38	A
LJIJ01000838.1	71622	74.16	60.27	A
LJIJ01000839.1	71441	100.77	55.09	A
LJIJ01000840.1	71417	93.16	48.78	A
LJIJ01000841.1	71347	95.07	54.15	A
LJIJ01000842.1	71271	79.54	44.36	A
LJIJ01000843.1	71201	98.49	53.09	A
LJIJ01000844.1	71144	85.48	49.20	A
LJIJ01000845.1	70987	103.46	56.32	A
LJIJ01000846.1	70816	84.46	48.14	A
LJIJ01000847.1	70761	103.91	57.17	A
LJIJ01000848.1	70703	93.39	55.13	A
LJIJ01000849.1	70672	84.88	47.51	A
LJIJ01000850.1	70548	52.20	52.80	X
LJIJ01000851.1	70495	69.07	54.93	A
LJIJ01000852.1	70483	98.86	53.26	A
LJIJ01000853.1	70412	78.28	67.78	X
LJIJ01000854.1	70273	94.58	48.14	A
LJIJ01000855.1	70166	84.94	54.08	A
LJIJ01000856.1	70059	103.46	56.96	A
LJIJ01000857.1	70055	75.52	40.89	A
LJIJ01000858.1	70035	104.78	47.52	A
LJIJ01000859.1	69843	96.51	42.77	A
LJIJ01000860.1	69836	62.21	50.23	A
LJIJ01000861.1	69620	101.11	52.79	A
LJIJ01000862.1	69545	100.22	56.43	A
LJIJ01000863.1	69427	88.50	45.01	A
LJIJ01000864.1	69402	117.30	63.32	A
LJIJ01000865.1	69378	100.90	55.06	A
LJIJ01000866.1	69365	100.73	53.44	A
LJIJ01000867.1	69266	93.38	51.41	A
LJIJ01000868.1	69203	90.30	51.92	A
LJIJ01000869.1	69142	93.72	51.43	A
LJIJ01000870.1	69043	94.47	50.23	A
LJIJ01000871.1	69028	91.86	38.90	A
LJIJ01000872.1	68923	92.39	49.99	A
LJIJ01000873.1	68869	99.36	49.22	A
LJIJ01000874.1	68852	106.13	57.22	A
LJIJ01000875.1	68772	75.63	38.03	A
LJIJ01000876.1	68714	96.78	53.23	A
LJIJ01000877.1	68638	114.23	57.25	A
LJIJ01000878.1	68597	97.70	54.10	A
LJIJ01000879.1	68488	74.06	39.02	A
LJIJ01000880.1	68267	53.11	51.10	X
LJIJ01000881.1	68250	94.26	51.15	A
LJIJ01000882.1	68143	101.69	54.47	A
LJIJ01000883.1	68142	98.40	57.68	A
LJIJ01000884.1	68084	97.79	51.22	A
LJIJ01000885.1	68048	75.24	51.22	A
LJIJ01000886.1	67966	346.50	172.47	A
LJIJ01000887.1	67961	82.37	41.72	A
LJIJ01000888.1	67931	81.34	42.06	A
LJIJ01000889.1	67833	123.98	73.76	A
LJIJ01000890.1	67780	94.46	50.72	A
LJIJ01000891.1	67761	96.50	55.26	A
LJIJ01000892.1	67674	39.08	45.46	X
LJIJ01000893.1	67646	104.94	53.11	A
LJIJ01000894.1	67402	102.04	54.32	A
LJIJ01000895.1	67372	107.19	51.61	A
LJIJ01000896.1	67358	50.22	57.92	X
LJIJ01000897.1	67282	102.56	55.99	A
LJIJ01000898.1	67271	99.26	53.81	A
LJIJ01000899.1	67178	92.43	52.67	A
LJIJ01000900.1	67127	92.46	50.73	A
LJIJ01000901.1	67117	93.47	52.11	A
LJIJ01000902.1	67049	111.03	58.37	A
LJIJ01000903.1	67041	88.19	47.55	A
LJIJ01000904.1	67038	52.94	57.59	X
LJIJ01000905.1	67014	67.29	34.17	A
LJIJ01000906.1	66960	98.29	50.19	A
LJIJ01000907.1	66925	83.05	45.16	A
LJIJ01000908.1	66833	103.10	55.37	A
LJIJ01000909.1	66783	84.58	41.93	A
LJIJ01000910.1	66759	46.53	82.11	X
LJIJ01000911.1	66700	49.96	54.00	X
LJIJ01000912.1	66685	64.45	55.05	X
LJIJ01000913.1	66661	99.76	53.39	A
LJIJ01000914.1	66628	104.27	55.53	A
LJIJ01000915.1	66611	98.42	53.10	A
LJIJ01000916.1	66450	45.35	45.63	X
LJIJ01000917.1	66410	31.41	47.39	X
LJIJ01000918.1	66320	68.36	71.69	X
LJIJ01000919.1	66255	81.49	47.99	A
LJIJ01000920.1	66241	99.87	55.29	A
LJIJ01000921.1	66231	97.31	52.20	A
LJIJ01000922.1	66217	87.73	44.43	A
LJIJ01000923.1	65958	85.52	47.60	A
LJIJ01000924.1	65927	105.37	55.92	A
LJIJ01000925.1	65879	95.57	69.11	A
LJIJ01000926.1	65852	103.83	52.20	A
LJIJ01000927.1	65686	103.53	61.72	A
LJIJ01000928.1	65670	84.26	59.43	A
LJIJ01000929.1	65548	103.39	46.98	A
LJIJ01000930.1	65526	72.70	58.43	A
LJIJ01000931.1	65481	143.10	68.74	A
LJIJ01000932.1	65441	104.06	57.06	A
LJIJ01000933.1	65409	91.07	54.41	A
LJIJ01000934.1	65349	101.77	54.82	A
LJIJ01000935.1	65324	102.03	53.28	A
LJIJ01000936.1	65266	94.99	53.65	A
LJIJ01000937.1	65263	52.31	53.51	X
LJIJ01000938.1	65235	97.50	54.91	A
LJIJ01000939.1	65093	106.64	54.76	A
LJIJ01000940.1	65072	96.59	48.04	A
LJIJ01000941.1	64904	96.21	52.82	A
LJIJ01000942.1	64903	45.42	53.41	X
LJIJ01000943.1	64895	104.78	57.27	A
LJIJ01000944.1	64748	129.88	61.53	A
LJIJ01000945.1	64722	104.62	49.11	A
LJIJ01000946.1	64699	73.40	41.03	A
LJIJ01000947.1	64665	43.67	50.69	X
LJIJ01000948.1	64570	332.69	246.34	A
LJIJ01000949.1	64502	94.93	54.70	A
LJIJ01000950.1	64219	47.45	51.72	X
LJIJ01000951.1	64103	107.70	51.46	A
LJIJ01000952.1	64085	128.28	62.28	A
LJIJ01000953.1	64080	98.92	51.61	A
LJIJ01000954.1	64032	96.01	52.02	A
LJIJ01000955.1	63992	92.77	49.91	A
LJIJ01000956.1	63917	100.42	51.01	A
LJIJ01000957.1	63898	95.40	55.95	A
LJIJ01000958.1	63826	91.19	54.84	A
LJIJ01000959.1	63798	104.77	56.02	A
LJIJ01000960.1	63793	86.46	50.97	A
LJIJ01000961.1	63617	94.76	52.63	A
LJIJ01000962.1	63598	84.11	46.45	A
LJIJ01000963.1	63542	115.90	52.04	A
LJIJ01000964.1	63520	79.71	45.78	A
LJIJ01000965.1	63507	100.12	55.47	A
LJIJ01000966.1	63500	106.01	61.01	A
LJIJ01000967.1	63383	74.07	44.72	A
LJIJ01000968.1	63376	117.09	66.10	A
LJIJ01000969.1	63367	131.98	64.96	A
LJIJ01000970.1	63345	70.31	37.61	A
LJIJ01000971.1	63294	73.54	57.42	A
LJIJ01000972.1	63246	52.35	65.71	X
LJIJ01000973.1	63207	62.39	55.94	X
LJIJ01000974.1	63160	118.67	50.88	A
LJIJ01000975.1	63147	59.38	50.06	X
LJIJ01000976.1	63118	83.55	46.45	A
LJIJ01000977.1	63092	87.43	52.16	A
LJIJ01000978.1	62959	121.40	65.66	A
LJIJ01000979.1	62890	49.50	54.26	X
LJIJ01000980.1	62860	91.27	48.32	A
LJIJ01000981.1	62822	76.62	55.16	A
LJIJ01000982.1	62782	39.01	59.87	X
LJIJ01000983.1	62680	70.82	81.43	X
LJIJ01000984.1	62670	82.17	45.50	A
LJIJ01000985.1	62659	84.67	45.93	A
LJIJ01000986.1	62658	91.70	51.26	A
LJIJ01000987.1	62646	48.35	46.83	X
LJIJ01000988.1	62542	127.56	40.47	A
LJIJ01000989.1	62531	141.75	66.91	A
LJIJ01000990.1	62488	100.65	56.83	A
LJIJ01000991.1	62435	52.66	56.23	X
LJIJ01000992.1	62394	94.55	45.62	A
LJIJ01000993.1	62293	98.66	60.00	A
LJIJ01000994.1	62292	75.80	36.48	A
LJIJ01000995.1	62267	45.07	52.92	X
LJIJ01000996.1	62166	80.21	43.89	A
LJIJ01000997.1	62143	89.58	49.63	A
LJIJ01000998.1	62062	64.42	38.77	A
LJIJ01000999.1	62041	92.97	51.56	A
LJIJ01001000.1	61994	98.19	67.52	A
LJIJ01001001.1	61910	98.86	53.21	A
LJIJ01001002.1	61887	79.74	43.00	A
LJIJ01001003.1	61850	78.89	39.57	A
LJIJ01001004.1	61807	91.45	47.74	A
LJIJ01001005.1	61806	83.58	48.36	A
LJIJ01001006.1	61786	98.80	52.43	A
LJIJ01001007.1	61781	81.79	44.39	A
LJIJ01001008.1	61753	51.55	45.64	X
LJIJ01001009.1	61702	102.35	57.37	A
LJIJ01001010.1	61700	73.29	39.99	A
LJIJ01001011.1	61560	98.23	58.60	A
LJIJ01001012.1	61539	88.00	49.74	A
LJIJ01001013.1	61413	130.40	57.19	A
LJIJ01001014.1	61393	94.51	54.89	A
LJIJ01001015.1	61377	66.91	49.10	A
LJIJ01001016.1	61341	53.98	58.72	X
LJIJ01001017.1	61338	119.59	62.27	A
LJIJ01001018.1	61199	72.18	58.16	A
LJIJ01001019.1	61198	77.79	40.50	A
LJIJ01001020.1	61145	102.95	57.98	A
LJIJ01001021.1	61116	88.31	48.85	A
LJIJ01001022.1	61111	108.06	55.63	A
LJIJ01001023.1	61025	102.39	57.48	A
LJIJ01001024.1	60929	109.55	56.19	A
LJIJ01001025.1	60791	104.15	54.12	A
LJIJ01001026.1	60769	64.23	33.33	A
LJIJ01001027.1	60677	89.54	47.61	A
LJIJ01001028.1	60600	81.26	43.22	A
LJIJ01001029.1	60492	89.84	54.23	A
LJIJ01001030.1	60487	123.03	53.25	A
LJIJ01001031.1	60464	85.63	55.56	A
LJIJ01001032.1	60383	83.84	46.15	A
LJIJ01001033.1	60349	99.23	54.48	A
LJIJ01001034.1	60302	105.04	52.36	A
LJIJ01001035.1	60250	84.81	51.92	A
LJIJ01001036.1	60139	46.02	43.66	X
LJIJ01001037.1	60100	105.78	59.23	A
LJIJ01001038.1	60085	98.00	65.71	A
LJIJ01001039.1	60082	85.02	48.99	A
LJIJ01001040.1	60061	73.62	47.56	A
LJIJ01001041.1	59996	90.48	48.63	A
LJIJ01001042.1	59995	88.02	48.03	A
LJIJ01001043.1	59847	104.63	60.99	A
LJIJ01001044.1	59786	99.63	51.45	A
LJIJ01001045.1	59700	75.06	50.83	A
LJIJ01001046.1	59635	97.48	55.57	A
LJIJ01001047.1	59533	96.57	51.29	A
LJIJ01001048.1	59511	86.41	47.55	A
LJIJ01001049.1	59500	72.51	39.95	A
LJIJ01001050.1	59368	100.25	57.68	A
LJIJ01001051.1	59360	96.55	53.49	A
LJIJ01001052.1	59344	66.24	80.38	X
LJIJ01001053.1	59257	54.14	49.64	X
LJIJ01001054.1	59195	99.18	52.65	A
LJIJ01001055.1	59179	96.63	57.98	A
LJIJ01001056.1	59130	105.27	55.22	A
LJIJ01001057.1	59101	84.68	48.48	A
LJIJ01001058.1	59086	101.32	58.94	A
LJIJ01001059.1	59058	95.08	46.63	A
LJIJ01001060.1	58893	68.14	29.50	A
LJIJ01001061.1	58885	88.13	46.74	A
LJIJ01001062.1	58812	91.49	49.92	A
LJIJ01001063.1	58789	99.71	55.77	A
LJIJ01001064.1	58755	56.45	69.47	X
LJIJ01001065.1	58750	127.36	63.30	A
LJIJ01001066.1	58649	43.80	49.82	X
LJIJ01001067.1	58555	47.50	54.27	X
LJIJ01001068.1	58516	95.00	49.96	A
LJIJ01001069.1	58499	54.61	50.26	X
LJIJ01001070.1	58371	103.87	50.66	A
LJIJ01001071.1	58297	87.47	50.26	A
LJIJ01001072.1	58263	117.77	69.98	A
LJIJ01001073.1	58204	65.31	39.89	A
LJIJ01001074.1	58198	98.50	55.99	A
LJIJ01001075.1	58171	102.61	56.38	A
LJIJ01001076.1	58053	102.57	53.07	A
LJIJ01001077.1	58036	85.71	45.42	A
LJIJ01001078.1	57998	45.97	49.90	X
LJIJ01001079.1	57995	100.76	52.68	A
LJIJ01001080.1	57914	74.91	73.85	X
LJIJ01001081.1	57903	88.62	50.20	A
LJIJ01001082.1	57828	74.36	62.03	A
LJIJ01001083.1	57824	69.13	57.65	A
LJIJ01001084.1	57796	52.90	54.62	X
LJIJ01001085.1	57669	110.68	79.57	A
LJIJ01001086.1	57644	94.74	55.27	A
LJIJ01001087.1	57642	66.79	225.87	X
LJIJ01001088.1	57606	68.78	52.50	A
LJIJ01001089.1	57557	97.52	52.90	A
LJIJ01001090.1	57526	85.90	49.04	A
LJIJ01001091.1	57524	85.98	52.10	A
LJIJ01001092.1	57523	96.37	53.91	A
LJIJ01001093.1	57500	101.90	56.88	A
LJIJ01001094.1	57377	112.84	59.34	A
LJIJ01001095.1	57371	104.36	55.89	A
LJIJ01001096.1	57366	61.40	60.58	X
LJIJ01001097.1	57278	82.97	45.33	A
LJIJ01001098.1	57248	96.41	54.20	A
LJIJ01001099.1	57235	86.46	47.83	A
LJIJ01001100.1	57201	98.98	49.36	A
LJIJ01001101.1	57194	87.27	37.81	A
LJIJ01001102.1	57166	93.93	50.51	A
LJIJ01001103.1	57114	121.17	44.55	A
LJIJ01001104.1	57047	59.88	55.17	X
LJIJ01001105.1	57015	93.16	51.14	A
LJIJ01001106.1	56931	69.19	64.43	X
LJIJ01001107.1	56898	73.95	41.22	A
LJIJ01001108.1	56894	102.31	53.14	A
LJIJ01001109.1	56764	92.33	52.08	A
LJIJ01001110.1	56744	48.03	64.78	X
LJIJ01001111.1	56739	97.87	51.86	A
LJIJ01001112.1	56732	77.23	43.06	A
LJIJ01001113.1	56728	87.33	46.31	A
LJIJ01001114.1	56727	56.61	52.48	X
LJIJ01001115.1	56500	72.02	32.78	A
LJIJ01001116.1	56447	79.69	65.27	A
LJIJ01001117.1	56415	89.98	47.91	A
LJIJ01001118.1	56407	79.65	52.76	A
LJIJ01001119.1	56391	99.20	55.83	A
LJIJ01001120.1	56354	116.80	52.36	A
LJIJ01001121.1	56343	93.94	53.05	A
LJIJ01001122.1	56300	91.83	46.62	A
LJIJ01001123.1	56257	101.94	45.99	A
LJIJ01001124.1	56238	91.98	49.79	A
LJIJ01001125.1	56238	64.12	49.77	A
LJIJ01001126.1	56210	73.45	44.37	A
LJIJ01001127.1	56193	97.19	51.75	A
LJIJ01001128.1	56180	46.45	46.39	X
LJIJ01001129.1	56161	70.71	46.54	A
LJIJ01001130.1	56130	83.76	48.53	A
LJIJ01001131.1	56066	101.59	53.76	A
LJIJ01001132.1	56055	60.59	49.67	A
LJIJ01001133.1	56011	105.57	53.51	A
LJIJ01001134.1	55969	95.08	49.20	A
LJIJ01001135.1	55902	65.75	57.46	X
LJIJ01001136.1	55889	96.67	56.71	A
LJIJ01001137.1	55878	100.79	53.44	A
LJIJ01001138.1	55818	90.77	48.14	A
LJIJ01001139.1	55812	105.33	57.05	A
LJIJ01001140.1	55803	120.77	57.42	A
LJIJ01001141.1	55800	82.84	35.47	A
LJIJ01001142.1	55789	92.30	51.82	A
LJIJ01001143.1	55703	94.36	67.38	A
LJIJ01001144.1	55670	109.79	49.99	A
LJIJ01001145.1	55561	85.30	42.36	A
LJIJ01001146.1	55510	71.95	59.86	A
LJIJ01001147.1	55509	85.73	42.80	A
LJIJ01001148.1	55487	99.93	56.37	A
LJIJ01001149.1	55453	103.49	53.06	A
LJIJ01001150.1	55428	83.56	51.26	A
LJIJ01001151.1	55410	101.78	48.17	A
LJIJ01001152.1	55360	89.08	88.85	X
LJIJ01001153.1	55301	102.56	51.61	A
LJIJ01001154.1	55290	98.78	53.71	A
LJIJ01001155.1	55283	85.90	49.75	A
LJIJ01001156.1	55279	95.44	52.47	A
LJIJ01001157.1	55233	98.64	57.16	A
LJIJ01001158.1	55105	99.48	57.10	A
LJIJ01001159.1	55096	77.60	47.08	A
LJIJ01001160.1	54841	99.53	52.65	A
LJIJ01001161.1	54806	93.34	49.66	A
LJIJ01001162.1	54741	104.68	51.93	A
LJIJ01001163.1	54676	110.13	57.45	A
